"Date","Price","Open","High","Low","Vol.","Change %"
"03/02/2016","199.80","198.45","199.82","198.01","4.43M","0.44%"
"03/01/2016","198.92","195.75","198.94","195.20","5.13M","2.41%"
"02/29/2016","194.24","195.87","196.98","194.15","5.03M","-0.84%"
"02/26/2016","195.88","197.31","197.41","195.62","4.39M","-0.18%"
"02/25/2016","196.23","194.44","196.29","193.55","2.73M","1.18%"
"02/24/2016","193.95","191.33","194.23","190.01","2.97M","0.45%"
"02/23/2016","193.08","194.75","195.01","192.90","2.73M","-1.21%"
"02/22/2016","195.45","194.58","195.66","194.52","2.52M","1.44%"
"02/19/2016","192.67","191.87","192.88","191.16","2.52M","-0.06%"
"02/18/2016","192.79","193.93","193.98","192.43","3.71M","-0.40%"
"02/17/2016","193.56","191.86","194.01","191.71","3.90M","1.65%"
"02/16/2016","190.41","189.50","190.47","188.30","3.44M","1.67%"
"02/12/2016","187.29","185.59","187.32","184.62","3.27M","2.02%"
"02/11/2016","183.58","182.93","184.71","181.77","5.85M","-1.25%"
"02/10/2016","185.90","187.04","188.98","185.79","3.84M","-0.05%"
"02/09/2016","185.99","183.96","187.61","183.86","5.59M","-0.03%"
"02/08/2016","186.05","186.42","186.75","183.47","8.11M","-1.35%"
"02/05/2016","188.59","191.70","191.76","187.88","5.56M","-1.91%"
"02/04/2016","192.27","191.45","193.42","190.67","4.50M","0.22%"
"02/03/2016","191.85","192.13","192.46","187.79","7.30M","0.53%"
"02/02/2016","190.83","192.68","192.68","190.21","7.11M","-1.80%"
"02/01/2016","194.33","193.21","195.26","192.53","6.21M","-0.01%"
"01/29/2016","194.35","190.68","194.42","190.56","7.81M","2.37%"
"01/28/2016","189.85","190.64","190.84","187.82","5.36M","0.55%"
"01/27/2016","188.82","190.35","192.24","187.72","5.69M","-1.07%"
"01/26/2016","190.87","189.10","191.18","188.68","4.66M","1.36%"
"01/25/2016","188.31","190.60","190.82","188.08","4.09M","-1.53%"
"01/22/2016","191.23","190.45","191.41","189.56","4.37M","2.07%"
"01/21/2016","187.36","186.85","189.53","185.33","8.81M","0.52%"
"01/20/2016","186.39","185.68","188.15","181.65","10.18M","-1.16%"
"01/19/2016","188.58","190.54","190.75","186.86","7.62M","0.05%"
"01/15/2016","188.48","187.38","189.43","186.20","8.83M","-2.11%"
"01/14/2016","192.54","190.22","193.93","188.31","6.91M","1.59%"
"01/13/2016","189.53","195.08","195.54","189.04","7.00M","-2.43%"
"01/12/2016","194.25","194.58","195.23","191.82","5.44M","0.77%"
"01/11/2016","192.77","193.68","194.06","190.52","7.49M","0.10%"
"01/08/2016","192.57","195.87","196.54","192.26","8.90M","-1.10%"
"01/07/2016","194.72","196.03","198.13","194.30","7.55M","-2.40%"
"01/06/2016","199.50","199.09","200.74","198.30","5.50M","-1.31%"
"01/05/2016","202.14","202.03","202.60","200.76","5.26M","0.21%"
"01/04/2016","201.72","201.19","201.73","199.32","7.44M","-1.40%"
"12/31/2015","204.59","205.93","206.62","204.59","6.23M","-1.02%"
"12/30/2015","206.69","207.85","207.92","206.50","5.21M","-0.73%"
"12/29/2015","208.22","207.28","208.51","207.22","4.69M","1.05%"
"12/28/2015","206.06","205.81","206.17","204.87","3.71M","-0.24%"
"12/24/2015","206.55","206.70","207.26","206.36","2.25M","-0.77%"
"12/23/2015","208.15","206.80","208.17","206.66","5.30M","1.26%"
"12/22/2015","205.57","204.76","205.95","203.63","4.57M","0.93%"
"12/21/2015","203.68","203.55","203.95","202.15","3.71M","0.86%"
"12/18/2015","201.94","204.85","204.95","201.86","7.05M","-1.88%"
"12/17/2015","205.80","209.30","209.39","205.72","6.57M","-1.47%"
"12/16/2015","208.88","207.34","209.29","205.64","5.65M","1.44%"
"12/15/2015","205.91","205.59","206.97","205.40","4.73M","0.99%"
"12/14/2015","203.90","202.94","203.90","200.82","8.14M","0.64%"
"12/11/2015","202.61","204.31","204.98","202.35","8.09M","-1.99%"
"12/10/2015","206.73","206.33","208.29","206.02","6.20M","0.25%"
"12/09/2015","206.21","207.10","209.56","205.08","5.73M","-0.79%"
"12/08/2015","207.85","207.39","208.91","206.66","7.07M","-0.65%"
"12/07/2015","209.21","210.11","210.16","208.08","5.88M","-0.62%"
"12/04/2015","210.51","206.97","210.88","206.81","6.69M","1.95%"
"12/03/2015","206.48","209.74","210.05","205.63","5.92M","-1.42%"
"12/02/2015","209.45","211.55","211.91","209.12","3.85M","-1.03%"
"12/01/2015","211.64","210.35","211.74","210.02","4.19M","0.98%"
"11/30/2015","209.58","210.71","210.79","209.46","5.28M","-0.40%"
"11/27/2015","210.42","210.31","210.70","209.77","1.06M","0.09%"
"11/25/2015","210.24","210.44","210.64","209.96","1.89M","0.00%"
"11/24/2015","210.23","208.67","210.72","208.32","3.22M","0.14%"
"11/23/2015","209.93","210.19","210.88","209.42","2.33M","-0.19%"
"11/20/2015","210.33","210.37","211.03","209.77","5.01M","0.45%"
"11/19/2015","209.38","209.50","209.95","209.11","3.37M","-0.10%"
"11/18/2015","209.58","206.92","209.80","206.89","4.70M","1.60%"
"11/17/2015","206.27","206.86","207.91","205.76","8.07M","-0.13%"
"11/16/2015","206.54","203.13","206.54","203.03","4.71M","1.55%"
"11/13/2015","203.39","205.18","205.54","203.29","6.87M","-1.12%"
"11/12/2015","205.69","207.37","207.93","205.69","4.30M","-1.40%"
"11/11/2015","208.62","209.79","209.82","208.55","2.04M","-0.39%"
"11/10/2015","209.43","208.40","209.49","208.07","3.55M","0.24%"
"11/09/2015","208.92","210.19","210.33","207.85","3.55M","-0.96%"
"11/06/2015","210.95","210.64","211.22","209.37","3.18M","-0.04%"
"11/05/2015","211.03","211.36","211.91","209.99","2.73M","-0.12%"
"11/04/2015","211.29","212.22","212.40","210.65","3.36M","-0.26%"
"11/03/2015","211.84","210.85","212.58","210.62","3.08M","0.25%"
"11/02/2015","211.31","209.23","211.52","209.08","4.30M","1.22%"
"10/30/2015","208.76","209.97","210.32","208.64","3.97M","-0.45%"
"10/29/2015","209.71","209.25","210.15","209.10","3.38M","-0.05%"
"10/28/2015","209.82","207.90","209.85","207.11","4.52M","1.12%"
"10/27/2015","207.50","207.05","207.89","206.67","4.24M","-0.19%"
"10/26/2015","207.90","208.20","208.24","207.47","3.31M","-0.23%"
"10/23/2015","208.37","208.18","208.82","207.19","4.27M","1.12%"
"10/22/2015","206.06","203.87","206.37","203.68","4.18M","1.65%"
"10/21/2015","202.72","204.52","204.74","202.50","5.14M","-0.58%"
"10/20/2015","203.91","203.77","204.70","203.42","2.44M","-0.15%"
"10/19/2015","204.21","203.38","204.23","203.00","3.96M","0.08%"
"10/16/2015","204.05","203.67","204.13","202.77","3.68M","0.44%"
"10/15/2015","203.15","200.99","203.19","200.49","3.02M","1.53%"
"10/14/2015","200.09","201.04","201.72","199.80","2.53M","-0.50%"
"10/13/2015","201.09","201.48","203.00","200.90","3.84M","-0.65%"
"10/12/2015","202.40","202.27","202.59","201.76","2.13M","0.09%"
"10/09/2015","202.22","202.35","202.75","201.45","3.30M","0.07%"
"10/08/2015","202.07","199.71","202.39","199.43","5.95M","0.91%"
"10/07/2015","200.24","199.78","200.65","198.32","4.98M","0.83%"
"10/06/2015","198.60","199.15","199.81","197.82","4.45M","-0.38%"
"10/05/2015","199.35","197.27","199.57","197.16","4.80M","1.81%"
"10/02/2015","195.80","190.54","195.80","189.93","4.67M","1.46%"
"10/01/2015","192.98","192.88","193.27","190.62","6.01M","0.28%"
"09/30/2015","192.45","191.23","192.62","190.23","7.92M","1.94%"
"09/29/2015","188.78","189.04","190.51","187.71","9.00M","0.02%"
"09/28/2015","188.75","192.59","192.69","188.45","11.84M","-2.50%"
"09/25/2015","193.58","195.53","195.82","192.62","7.24M","-0.62%"
"09/24/2015","194.79","194.05","195.32","192.43","6.85M","-0.36%"
"09/23/2015","195.49","195.99","196.56","194.81","4.73M","-0.17%"
"09/22/2015","195.82","195.71","196.37","194.47","4.99M","-1.26%"
"09/21/2015","198.32","198.35","199.60","197.13","4.91M","0.53%"
"09/18/2015","197.28","197.73","199.48","196.88","5.98M","-1.66%"
"09/17/2015","200.62","200.87","203.77","200.22","8.79M","-0.25%"
"09/16/2015","201.13","199.65","201.31","199.33","5.33M","0.89%"
"09/15/2015","199.35","197.56","199.88","196.96","4.68M","1.25%"
"09/14/2015","196.88","197.79","197.88","196.29","2.58M","-0.39%"
"09/11/2015","197.65","196.17","197.68","195.39","3.39M","0.49%"
"09/10/2015","196.69","195.42","198.10","195.11","4.90M","0.54%"
"09/09/2015","195.64","200.17","200.36","195.19","7.63M","-1.39%"
"09/08/2015","198.40","196.79","198.48","196.04","6.47M","2.59%"
"09/04/2015","193.39","193.74","194.68","192.45","7.24M","-1.55%"
"09/03/2015","196.44","197.13","198.94","195.81","9.07M","0.09%"
"09/02/2015","196.27","195.51","196.32","193.27","8.96M","1.97%"
"09/01/2015","192.47","194.01","195.61","191.57","12.41M","-3.03%"
"08/31/2015","198.48","199.08","200.02","197.91","7.32M","-0.86%"
"08/28/2015","200.21","199.39","200.71","198.82","5.82M","0.00%"
"08/27/2015","200.22","197.98","200.29","196.07","9.72M","2.46%"
"08/26/2015","195.41","192.98","195.61","189.21","13.44M","3.93%"
"08/25/2015","188.02","196.24","196.67","187.78","8.89M","-1.18%"
"08/24/2015","190.26","188.25","196.69","147.01","13.19M","-4.17%"
"08/21/2015","198.54","202.72","203.84","198.42","14.98M","-3.08%"
"08/20/2015","204.84","207.51","208.10","204.84","8.39M","-2.12%"
"08/19/2015","209.28","210.09","210.99","208.31","5.30M","-0.81%"
"08/18/2015","210.98","211.27","211.65","210.68","1.96M","-0.28%"
"08/17/2015","211.58","209.65","211.58","209.11","2.41M","0.59%"
"08/14/2015","210.34","209.41","210.47","209.23","2.01M","0.34%"
"08/13/2015","209.62","209.71","210.52","208.99","2.65M","-0.10%"
"08/12/2015","209.83","208.06","210.10","206.35","4.09M","0.10%"
"08/11/2015","209.63","209.94","210.42","208.73","2.78M","-0.90%"
"08/10/2015","211.54","210.27","211.64","210.27","2.17M","1.27%"
"08/07/2015","208.89","209.14","209.28","207.85","3.56M","-0.24%"
"08/06/2015","209.40","211.23","211.40","208.61","3.00M","-0.81%"
"08/05/2015","211.10","211.45","212.29","210.71","2.82M","0.38%"
"08/04/2015","210.31","210.71","211.21","209.78","3.05M","-0.21%"
"08/03/2015","210.75","211.41","211.51","209.64","5.26M","-0.34%"
"07/31/2015","211.47","212.45","212.45","211.15","4.47M","-0.14%"
"07/30/2015","211.77","211.14","212.00","210.41","2.18M","0.03%"
"07/29/2015","211.70","210.48","212.02","210.29","3.77M","0.67%"
"07/28/2015","210.29","208.77","210.47","207.79","2.77M","1.24%"
"07/27/2015","207.71","207.90","208.51","207.23","4.50M","-0.60%"
"07/24/2015","208.96","211.27","211.35","208.57","3.55M","-1.05%"
"07/23/2015","211.18","212.54","212.62","210.75","2.80M","-0.54%"
"07/22/2015","212.33","211.91","212.76","211.89","3.08M","-0.19%"
"07/21/2015","212.74","213.40","213.71","212.40","2.93M","-0.39%"
"07/20/2015","213.57","213.74","214.17","213.25","2.36M","0.04%"
"07/17/2015","213.49","213.31","213.56","212.83","2.33M","0.11%"
"07/16/2015","213.26","212.90","213.32","212.61","4.31M","0.78%"
"07/15/2015","211.60","211.75","212.29","211.07","3.26M","-0.04%"
"07/14/2015","211.68","210.69","212.05","210.67","4.36M","0.42%"
"07/13/2015","210.80","209.99","210.91","209.96","3.19M","1.10%"
"07/10/2015","208.50","208.31","208.96","207.49","4.36M","1.27%"
"07/09/2015","205.88","208.07","208.34","205.80","4.40M","0.18%"
"07/08/2015","205.51","207.42","207.77","205.24","5.09M","-1.68%"
"07/07/2015","209.03","207.95","209.17","205.09","5.83M","0.61%"
"07/06/2015","207.76","206.74","208.65","206.53","4.56M","-0.26%"
"07/02/2015","208.30","209.05","209.28","207.82","2.88M","-0.12%"
"07/01/2015","208.55","208.79","209.03","207.58","4.94M","0.78%"
"06/30/2015","206.94","208.21","208.23","206.27","4.77M","0.24%"
"06/29/2015","206.45","209.02","209.79","206.31","5.56M","-2.10%"
"06/26/2015","210.88","211.29","211.55","210.16","3.17M","0.03%"
"06/25/2015","210.82","212.13","212.24","210.77","2.99M","-0.32%"
"06/24/2015","211.49","212.68","213.16","211.46","2.06M","-1.26%"
"06/23/2015","214.18","214.34","214.62","213.76","3.27M","0.05%"
"06/22/2015","214.08","214.11","214.78","213.83","3.09M","0.72%"
"06/19/2015","212.56","213.68","213.73","212.51","3.27M","-0.59%"
"06/18/2015","213.83","212.42","214.47","212.27","3.00M","1.01%"
"06/17/2015","211.70","211.72","212.43","210.48","2.36M","0.14%"
"06/16/2015","211.41","210.03","211.46","209.84","4.03M","0.56%"
"06/15/2015","210.24","209.68","210.56","208.90","2.91M","-0.42%"
"06/12/2015","211.12","211.79","211.94","210.81","4.90M","-0.76%"
"06/11/2015","212.74","212.64","213.21","212.35","3.44M","0.34%"
"06/10/2015","212.02","210.65","212.53","210.37","3.31M","1.19%"
"06/09/2015","209.53","209.62","210.18","208.81","2.58M","-0.03%"
"06/08/2015","209.60","210.76","210.91","209.49","2.83M","-0.62%"
"06/05/2015","210.90","211.01","211.69","210.09","2.67M","-0.22%"
"06/04/2015","211.37","212.20","212.90","210.87","2.92M","-0.81%"
"06/03/2015","213.09","213.10","213.81","212.47","3.37M","0.28%"
"06/02/2015","212.49","212.16","213.31","211.39","2.79M","-0.08%"
"06/01/2015","212.66","213.06","213.48","211.76","3.52M","0.17%"
"05/29/2015","212.29","213.51","213.57","211.96","3.74M","-0.61%"
"05/28/2015","213.59","213.48","213.74","212.76","2.97M","-0.13%"
"05/27/2015","213.87","212.41","214.13","211.99","2.50M","0.96%"
"05/26/2015","211.84","213.55","213.65","211.34","3.07M","-1.09%"
"05/22/2015","214.17","214.18","214.69","214.06","1.84M","-0.21%"
"05/21/2015","214.62","213.88","214.89","213.66","1.34M","0.29%"
"05/20/2015","214.00","214.30","214.94","213.66","1.74M","-0.10%"
"05/19/2015","214.21","214.41","214.71","213.83","1.72M","-0.02%"
"05/18/2015","214.25","213.41","214.57","213.33","3.44M","0.29%"
"05/15/2015","213.62","213.60","213.74","213.01","3.02M","0.10%"
"05/14/2015","213.40","212.41","213.46","212.05","2.63M","1.07%"
"05/13/2015","211.14","211.63","212.35","210.85","2.72M","0.04%"
"05/12/2015","211.06","210.71","211.75","209.73","3.80M","-0.31%"
"05/11/2015","211.71","212.71","213.01","211.65","4.54M","-0.48%"
"05/08/2015","212.74","211.99","212.99","211.93","5.10M","1.30%"
"05/07/2015","210.00","209.02","210.47","208.63","5.45M","0.39%"
"05/06/2015","209.18","210.65","211.04","207.86","3.33M","-0.41%"
"05/05/2015","210.05","212.14","212.56","209.84","2.54M","-1.16%"
"05/04/2015","212.51","212.36","213.13","212.24","1.83M","0.32%"
"05/01/2015","211.83","210.52","211.90","210.41","2.98M","1.08%"
"04/30/2015","209.56","211.01","211.47","208.73","3.74M","-1.01%"
"04/29/2015","211.70","211.46","212.42","210.74","3.65M","-0.39%"
"04/28/2015","212.53","211.87","212.63","210.46","4.87M","0.27%"
"04/27/2015","211.95","213.48","213.59","211.66","2.23M","-0.39%"
"04/24/2015","212.79","212.78","213.10","212.23","1.84M","0.22%"
"04/23/2015","212.32","211.29","213.08","211.16","3.74M","0.25%"
"04/22/2015","211.79","211.15","211.97","210.03","2.71M","0.48%"
"04/21/2015","210.77","211.81","211.97","210.37","2.66M","-0.10%"
"04/20/2015","210.99","210.19","211.36","210.09","2.65M","0.92%"
"04/17/2015","209.07","210.08","210.33","208.11","4.58M","-1.16%"
"04/16/2015","211.52","211.17","212.09","210.92","3.06M","-0.05%"
"04/15/2015","211.62","211.19","212.16","211.06","2.77M","0.51%"
"04/14/2015","210.54","209.98","210.82","209.20","2.82M","0.18%"
"04/13/2015","210.17","211.02","211.74","210.17","1.43M","-0.46%"
"04/10/2015","211.14","210.30","211.20","210.08","1.74M","0.52%"
"04/09/2015","210.04","208.91","210.28","208.31","2.19M","0.44%"
"04/08/2015","209.12","208.68","209.60","208.17","2.86M","0.36%"
"04/07/2015","208.37","208.94","209.86","208.36","2.25M","-0.30%"
"04/06/2015","208.99","206.48","209.56","206.31","2.65M","0.73%"
"04/02/2015","207.48","206.72","208.06","206.48","2.80M","0.28%"
"04/01/2015","206.90","207.49","207.50","205.60","6.57M","-0.31%"
"03/31/2015","207.55","208.35","209.20","207.48","3.41M","-0.85%"
"03/30/2015","209.33","208.06","209.70","208.06","3.31M","1.21%"
"03/27/2015","206.82","206.25","207.05","206.01","2.21M","0.20%"
"03/26/2015","206.40","206.07","207.46","205.22","4.18M","-0.25%"
"03/25/2015","206.91","210.18","210.48","206.83","4.07M","-1.88%"
"03/24/2015","210.88","211.93","212.53","210.86","4.22M","-0.63%"
"03/23/2015","212.21","212.57","213.24","212.15","2.39M","-0.16%"
"03/20/2015","212.56","211.83","213.16","211.75","3.18M","0.88%"
"03/19/2015","210.70","211.16","211.49","210.23","3.66M","-0.43%"
"03/18/2015","211.61","208.58","212.47","207.80","5.60M","1.18%"
"03/17/2015","209.14","208.92","209.60","208.16","3.23M","-0.34%"
"03/16/2015","209.85","207.89","209.86","207.86","3.20M","1.38%"
"03/13/2015","206.99","207.91","208.11","205.73","4.12M","-0.61%"
"03/12/2015","208.26","206.42","208.34","206.35","4.48M","1.24%"
"03/11/2015","205.70","206.46","206.66","205.55","2.93M","-0.21%"
"03/10/2015","206.14","207.89","207.94","206.12","4.05M","-1.63%"
"03/09/2015","209.56","208.89","209.95","208.81","2.58M","0.42%"
"03/06/2015","208.69","210.61","211.13","208.27","6.45M","-1.39%"
"03/05/2015","211.64","211.82","211.99","211.06","2.94M","0.10%"
"03/04/2015","211.42","211.62","211.68","210.26","4.80M","-0.42%"
"03/03/2015","212.31","212.68","212.78","211.28","3.14M","-0.45%"
"03/02/2015","213.27","211.98","213.27","211.96","8.31M","0.64%"
"02/27/2015","211.92","212.48","212.79","211.86","3.93M","-0.33%"
"02/26/2015","212.62","212.77","212.90","211.87","4.45M","-0.11%"
"02/25/2015","212.86","212.87","213.45","212.44","2.07M","-0.08%"
"02/24/2015","213.02","212.33","213.26","211.98","2.24M","0.30%"
"02/23/2015","212.38","212.15","212.42","211.68","2.63M","-0.03%"
"02/20/2015","212.45","210.65","212.51","209.94","4.61M","0.61%"
"02/19/2015","211.16","210.63","211.61","210.43","2.19M","-0.08%"
"02/18/2015","211.33","210.84","211.41","210.53","2.14M","-0.02%"
"02/17/2015","211.37","210.60","211.51","210.30","2.26M","0.18%"
"02/13/2015","210.99","210.22","211.02","209.95","3.10M","0.45%"
"02/12/2015","210.04","209.09","210.16","208.86","4.70M","0.93%"
"02/11/2015","208.10","207.79","208.61","206.99","7.15M","0.05%"
"02/10/2015","208.00","207.05","208.28","205.98","2.89M","1.08%"
"02/09/2015","205.78","205.93","206.81","205.30","6.17M","-0.43%"
"02/06/2015","206.67","207.74","208.43","206.12","3.84M","-0.32%"
"02/05/2015","207.34","206.04","207.46","205.95","7.03M","1.05%"
"02/04/2015","205.19","205.11","206.54","204.68","6.15M","-0.35%"
"02/03/2015","205.92","204.14","206.01","203.72","3.62M","1.42%"
"02/02/2015","203.03","201.20","203.15","199.00","4.54M","1.21%"
"01/30/2015","200.60","201.71","203.30","200.27","9.68M","-1.26%"
"01/29/2015","203.17","201.45","203.44","199.81","7.32M","0.96%"
"01/28/2015","201.24","205.35","205.44","201.05","6.54M","-1.29%"
"01/27/2015","203.88","204.16","205.27","202.87","5.85M","-1.35%"
"01/26/2015","206.66","205.90","206.73","205.01","3.34M","0.27%"
"01/23/2015","206.11","206.92","207.26","205.96","4.82M","-0.54%"
"01/22/2015","207.22","205.16","207.43","203.48","4.85M","1.47%"
"01/21/2015","204.22","202.64","204.79","202.09","5.35M","0.49%"
"01/20/2015","203.22","203.51","203.84","201.31","3.63M","0.25%"
"01/16/2015","202.72","199.91","202.95","199.67","4.98M","1.28%"
"01/15/2015","200.16","202.75","203.14","200.01","8.73M","-0.94%"
"01/14/2015","202.05","200.77","202.21","199.70","8.02M","-0.61%"
"01/13/2015","203.28","205.28","206.63","201.67","8.47M","-0.26%"
"01/12/2015","203.81","205.57","205.75","203.07","3.50M","-0.76%"
"01/09/2015","205.37","207.56","207.57","204.66","4.40M","-0.84%"
"01/08/2015","207.12","205.17","207.31","205.15","4.68M","1.79%"
"01/07/2015","203.48","202.56","203.86","202.02","3.56M","1.24%"
"01/06/2015","200.99","203.23","203.84","199.98","8.02M","-0.90%"
"01/05/2015","202.82","205.34","205.51","202.48","9.58M","-1.76%"
"01/02/2015","206.45","207.56","208.03","205.36","3.40M","-0.07%"
"12/31/2014","206.59","209.17","209.37","206.56","5.13M","-1.02%"
"12/30/2014","208.72","209.40","209.53","208.68","2.96M","-0.57%"
"12/29/2014","209.92","209.35","210.13","209.34","3.38M","0.17%"
"12/26/2014","209.56","209.46","210.02","209.43","1.61M","0.27%"
"12/24/2014","209.00","209.22","209.51","208.89","1.83M","-0.49%"
"12/23/2014","210.03","210.47","210.52","209.78","3.43M","0.16%"
"12/22/2014","209.70","209.00","209.71","208.72","4.44M","0.47%"
"12/19/2014","208.72","208.67","209.59","207.90","5.11M","0.43%"
"12/18/2014","207.83","205.86","207.89","205.01","10.99M","2.46%"
"12/17/2014","202.85","199.51","203.39","199.33","6.65M","1.94%"
"12/16/2014","198.99","199.63","203.43","198.89","12.39M","-0.78%"
"12/15/2014","200.55","203.08","203.60","199.83","6.44M","-0.70%"
"12/12/2014","201.97","203.75","204.90","201.91","5.89M","-1.60%"
"12/11/2014","205.26","204.99","207.28","204.78","5.24M","0.46%"
"12/10/2014","204.32","207.01","207.07","204.00","4.95M","-1.56%"
"12/09/2014","207.56","205.48","207.71","204.99","4.06M","-0.07%"
"12/08/2014","207.70","208.66","209.22","207.03","3.49M","-0.69%"
"12/05/2014","209.15","208.99","209.59","208.66","2.80M","0.19%"
"12/04/2014","208.76","208.65","209.37","207.81","3.51M","-0.12%"
"12/03/2014","209.01","208.38","209.25","208.21","2.85M","0.39%"
"12/02/2014","208.19","206.90","208.44","206.90","2.51M","0.62%"
"12/01/2014","206.90","207.53","207.62","206.47","3.77M","-0.67%"
"11/28/2014","208.29","208.59","208.98","208.03","2.41M","-0.22%"
"11/26/2014","208.75","208.38","208.86","208.14","2.50M","0.24%"
"11/25/2014","208.25","208.68","208.91","207.92","4.04M","-0.07%"
"11/24/2014","208.39","208.32","208.52","208.03","2.38M","0.30%"
"11/21/2014","207.76","208.76","208.82","207.09","8.77M","0.54%"
"11/20/2014","206.64","205.32","206.80","205.26","3.16M","0.16%"
"11/19/2014","206.32","206.38","206.65","205.40","4.03M","-0.15%"
"11/18/2014","206.63","205.51","207.01","205.51","7.50M","0.61%"
"11/17/2014","205.38","204.88","205.67","204.74","2.73M","0.04%"
"11/14/2014","205.30","205.21","205.56","204.81","2.31M","0.04%"
"11/13/2014","205.21","205.27","205.93","204.31","2.56M","0.06%"
"11/12/2014","205.08","204.45","205.32","204.39","3.23M","-0.08%"
"11/11/2014","205.24","205.13","205.39","204.73","2.51M","0.11%"
"11/10/2014","205.02","204.44","205.12","204.20","3.22M","0.26%"
"11/07/2014","204.48","204.22","204.66","203.69","3.61M","0.13%"
"11/06/2014","204.22","203.44","204.33","202.70","4.18M","0.38%"
"11/05/2014","203.45","203.63","203.67","202.52","5.67M","0.64%"
"11/04/2014","202.15","202.30","202.65","201.11","5.31M","-0.34%"
"11/03/2014","202.83","202.94","203.51","202.38","6.32M","0.06%"
"10/31/2014","202.71","202.84","202.90","201.84","5.76M","1.08%"
"10/30/2014","200.54","198.58","200.99","198.47","2.95M","0.69%"
"10/29/2014","199.17","199.60","200.17","197.84","4.78M","-0.12%"
"10/28/2014","199.40","197.88","199.45","197.77","3.04M","1.14%"
"10/27/2014","197.16","196.74","197.47","196.05","2.17M","-0.13%"
"10/24/2014","197.41","196.27","197.52","195.53","6.32M","0.71%"
"10/23/2014","196.01","195.60","197.18","195.32","5.83M","1.18%"
"10/22/2014","193.73","195.46","195.92","193.61","5.30M","-0.69%"
"10/21/2014","195.08","192.70","195.20","192.48","6.18M","1.97%"
"10/20/2014","191.32","189.12","191.43","189.09","3.17M","0.96%"
"10/17/2014","189.51","189.37","190.73","188.61","5.80M","1.25%"
"10/16/2014","187.17","184.00","188.54","183.85","12.45M","-0.03%"
"10/15/2014","187.23","186.13","187.85","182.88","17.41M","-0.80%"
"10/14/2014","188.74","189.35","190.79","188.02","9.80M","0.23%"
"10/13/2014","188.30","191.43","192.14","188.26","4.57M","-1.69%"
"10/10/2014","191.54","193.70","194.66","191.51","6.84M","-1.08%"
"10/09/2014","193.63","197.40","197.62","193.59","6.70M","-2.04%"
"10/08/2014","197.67","194.36","197.93","193.36","5.01M","1.74%"
"10/07/2014","194.29","196.28","196.74","194.24","4.92M","-1.52%"
"10/06/2014","197.29","198.39","198.63","196.62","3.63M","-0.13%"
"10/03/2014","197.55","196.70","197.96","196.11","5.62M","1.10%"
"10/02/2014","195.41","195.22","196.07","193.37","5.64M","0.01%"
"10/01/2014","195.39","197.77","197.78","194.94","13.02M","-1.31%"
"09/30/2014","197.99","198.76","199.34","197.65","4.37M","-0.26%"
"09/29/2014","198.51","197.23","198.93","197.09","3.02M","-0.26%"
"09/26/2014","199.02","197.70","199.43","197.46","2.96M","0.86%"
"09/25/2014","197.32","200.06","200.10","197.32","2.39M","-1.64%"
"09/24/2014","200.61","199.05","200.70","198.56","3.07M","0.30%"
"09/23/2014","200.01","200.40","201.22","199.92","2.89M","-0.55%"
"09/22/2014","201.11","202.29","202.37","200.70","3.04M","-0.73%"
"09/19/2014","202.59","203.50","203.72","202.29","4.96M","-0.12%"
"09/18/2014","202.83","202.42","202.91","202.18","3.46M","0.53%"
"09/17/2014","201.77","201.85","202.71","200.79","4.30M","0.12%"
"09/16/2014","201.52","199.65","201.87","199.53","9.84M","0.77%"
"09/15/2014","199.99","200.20","200.34","199.39","3.03M","-0.11%"
"09/12/2014","200.21","201.16","201.16","199.59","3.12M","-0.56%"
"09/11/2014","201.34","200.31","201.37","200.15","2.11M","0.09%"
"09/10/2014","201.15","200.44","201.23","199.79","1.27M","0.37%"
"09/09/2014","200.40","201.46","201.58","199.95","2.99M","-0.62%"
"09/08/2014","201.65","201.95","202.24","201.03","1.76M","-0.25%"
"09/05/2014","202.15","201.16","202.22","200.46","2.83M","0.46%"
"09/04/2014","201.23","201.90","202.62","200.68","2.45M","-0.17%"
"09/03/2014","201.57","202.41","202.45","201.25","1.34M","-0.01%"
"09/02/2014","201.60","202.04","202.04","200.90","9.54M","-0.04%"
"08/29/2014","201.68","201.52","201.77","200.85","1.50M","0.27%"
"08/28/2014","201.14","200.61","201.29","200.42","2.39M","-0.09%"
"08/27/2014","201.33","201.44","201.60","200.99","1.97M","-0.02%"
"08/26/2014","201.37","201.36","201.85","201.29","2.26M","0.07%"
"08/25/2014","201.22","201.12","201.55","200.90","1.98M","0.51%"
"08/22/2014","200.19","200.40","200.69","199.78","2.28M","-0.14%"
"08/21/2014","200.48","200.10","200.79","199.98","2.24M","0.26%"
"08/20/2014","199.97","199.12","200.18","199.12","1.99M","0.27%"
"08/19/2014","199.44","198.82","199.56","198.66","3.77M","0.55%"
"08/18/2014","198.35","197.83","198.46","197.71","8.80M","0.81%"
"08/15/2014","196.75","197.48","197.66","195.31","4.85M","0.04%"
"08/14/2014","196.68","196.13","196.73","195.97","2.09M","0.43%"
"08/13/2014","195.84","195.23","196.03","194.96","1.99M","0.67%"
"08/12/2014","194.53","194.56","195.11","193.93","2.51M","-0.14%"
"08/11/2014","194.81","194.96","195.65","194.69","3.11M","0.31%"
