"Date","Price","Open","High","Low","Vol.","Change %"
"02/02/2011","130.80","130.72","131.14","130.63","2.70M","-0.20%"
"02/01/2011","131.06","129.76","131.28","129.71","3.19M","1.62%"
"01/31/2011","128.97","128.38","129.09","128.06","3.92M","0.79%"
"01/28/2011","127.96","130.47","130.65","127.82","5.05M","-1.83%"
"01/27/2011","130.34","130.04","130.51","129.79","3.35M","0.24%"
"01/26/2011","130.03","129.77","130.37","129.53","2.92M","0.48%"
"01/25/2011","129.41","129.07","129.62","128.42","6.59M","-0.02%"
"01/24/2011","129.43","128.58","129.56","128.58","3.21M","0.59%"
"01/21/2011","128.67","129.18","129.47","128.54","2.19M","0.22%"
"01/20/2011","128.39","128.27","128.68","127.46","3.41M","-0.12%"
"01/19/2011","128.55","129.71","129.80","128.21","4.82M","-1.01%"
"01/18/2011","129.86","129.46","129.93","129.35","6.23M","0.25%"
"01/14/2011","129.53","128.47","129.64","128.41","2.19M","0.62%"
"01/13/2011","128.73","128.89","128.99","128.36","3.43M","-0.14%"
"01/12/2011","128.91","128.52","129.02","128.28","3.45M","0.92%"
"01/11/2011","127.74","127.76","128.05","127.26","3.25M","0.33%"
"01/10/2011","127.32","126.90","127.47","126.52","2.30M","-0.10%"
"01/07/2011","127.45","127.87","128.06","126.47","2.38M","-0.17%"
"01/06/2011","127.67","127.99","128.12","127.33","3.85M","-0.19%"
"01/05/2011","127.91","126.89","128.02","126.78","3.37M","0.50%"
"01/04/2011","127.27","127.64","127.68","126.51","6.06M","-0.06%"
"01/03/2011","127.35","127.02","127.89","126.97","3.01M","1.01%"
"12/31/2010","126.08","125.83","126.17","125.65","2.04M","0.01%"
"12/30/2010","126.07","126.09","126.37","125.85","1.58M","-0.14%"
"12/29/2010","126.25","126.30","126.52","126.21","1.67M","0.10%"
"12/28/2010","126.13","126.21","126.24","125.83","1.18M","0.11%"
"12/27/2010","125.99","125.44","126.07","125.36","1.38M","0.06%"
"12/23/2010","125.92","125.96","126.09","125.61","1.98M","-0.62%"
"12/22/2010","126.71","126.42","126.75","126.34","2.48M","0.36%"
"12/21/2010","126.26","125.90","126.39","125.81","3.65M","0.62%"
"12/20/2010","125.48","125.54","125.81","124.90","2.84M","0.20%"
"12/17/2010","125.23","124.97","125.36","124.74","3.86M","0.17%"
"12/16/2010","125.02","124.45","125.16","124.02","4.79M","0.51%"
"12/15/2010","124.38","124.71","125.18","124.15","3.19M","-0.44%"
"12/14/2010","124.93","125.05","125.48","124.56","3.07M","0.10%"
"12/13/2010","124.80","125.32","125.46","124.78","2.73M","0.03%"
"12/10/2010","124.76","124.38","124.85","124.00","1.85M","0.56%"
"12/09/2010","124.06","124.23","124.26","123.43","2.15M","0.45%"
"12/08/2010","123.50","123.20","123.62","122.67","3.31M","0.37%"
"12/07/2010","123.05","124.21","124.31","123.01","2.47M","0.07%"
"12/06/2010","122.96","122.87","123.28","122.75","2.87M","-0.12%"
"12/03/2010","123.11","122.41","123.26","122.36","2.41M","0.27%"
"12/02/2010","122.78","121.43","122.88","121.40","2.14M","1.28%"
"12/01/2010","121.23","120.46","121.46","120.45","2.77M","2.17%"
"11/30/2010","118.65","118.25","119.41","118.05","3.93M","-0.64%"
"11/29/2010","119.41","118.74","119.72","117.99","2.24M","-0.08%"
"11/26/2010","119.51","119.42","120.05","119.29","1.04M","-0.77%"
"11/24/2010","120.44","119.43","120.47","119.43","2.27M","1.49%"
"11/23/2010","118.67","119.05","119.25","118.23","2.76M","-1.44%"
"11/22/2010","120.40","119.94","120.46","119.02","3.06M","-0.07%"
"11/19/2010","120.48","120.10","120.57","119.49","2.51M","0.22%"
"11/18/2010","120.22","119.61","120.62","119.60","3.31M","1.48%"
"11/17/2010","118.47","118.46","118.93","118.10","2.07M","0.10%"
"11/16/2010","118.35","119.54","119.73","117.84","3.90M","-1.60%"
"11/15/2010","120.28","120.83","121.27","120.24","2.36M","-0.12%"
"11/12/2010","120.43","121.06","121.58","119.89","2.82M","-1.19%"
"11/11/2010","121.88","121.30","122.05","120.92","2.51M","-0.37%"
"11/10/2010","122.33","121.82","122.39","120.91","2.94M","0.42%"
"11/09/2010","121.82","123.07","123.18","121.36","4.25M","-0.76%"
"11/08/2010","122.75","122.59","122.91","122.19","2.11M","-0.19%"
"11/05/2010","122.98","122.58","123.15","122.43","3.76M","0.42%"
"11/04/2010","122.46","121.50","122.56","121.36","3.64M","1.85%"
"11/03/2010","120.24","119.92","120.25","118.69","4.81M","0.44%"
"11/02/2010","119.71","119.68","119.98","119.36","1.14M","0.80%"
"11/01/2010","118.76","119.27","119.98","118.09","3.03M","0.03%"
"10/29/2010","118.73","118.52","118.95","118.32","2.62M","0.03%"
"10/28/2010","118.70","119.28","119.34","118.07","2.39M","0.08%"
"10/27/2010","118.61","118.11","118.75","117.50","2.60M","-0.30%"
"10/26/2010","118.97","118.33","119.08","118.11","2.27M","0.07%"
"10/25/2010","118.89","119.40","119.98","118.84","2.76M","0.23%"
"10/22/2010","118.62","118.55","118.76","118.25","1.26M","0.22%"
"10/21/2010","118.36","118.64","119.32","117.44","2.53M","0.25%"
"10/20/2010","118.06","117.16","118.67","117.11","2.21M","0.94%"
"10/19/2010","116.96","117.41","118.07","116.28","5.64M","-1.30%"
"10/18/2010","118.50","117.98","118.89","117.76","1.98M","0.46%"
"10/15/2010","117.96","118.54","118.58","117.01","2.99M","0.12%"
"10/14/2010","117.82","118.04","118.24","116.96","3.00M","-0.25%"
"10/13/2010","118.12","117.90","118.78","117.62","2.91M","0.74%"
"10/12/2010","117.25","116.55","117.59","115.88","3.44M","0.31%"
"10/11/2010","116.89","116.96","117.20","116.49","1.41M","0.11%"
"10/08/2010","116.76","116.28","117.09","115.85","2.10M","0.53%"
"10/07/2010","116.14","116.72","116.75","115.43","2.43M","-0.09%"
"10/06/2010","116.25","116.23","116.55","115.79","2.95M","0.02%"
"10/05/2010","116.23","115.04","116.53","114.89","2.80M","1.97%"
"10/04/2010","113.98","114.62","115.09","113.41","5.67M","-0.75%"
"10/01/2010","114.84","115.20","115.33","114.15","4.12M","0.45%"
"09/30/2010","114.33","115.29","116.01","113.82","4.69M","-0.30%"
"09/29/2010","114.67","114.66","115.14","114.25","1.90M","-0.25%"
"09/28/2010","114.96","114.67","115.26","113.41","3.56M","0.45%"
"09/27/2010","114.45","115.13","115.20","114.39","2.74M","-0.46%"
"09/24/2010","114.98","113.99","115.11","113.87","2.27M","1.42%"
"09/23/2010","113.37","113.32","114.52","113.04","2.60M","-0.82%"
"09/22/2010","114.31","114.68","115.29","113.97","3.79M","-0.44%"
"09/21/2010","114.82","115.19","115.70","114.37","4.54M","-0.24%"
"09/20/2010","115.10","113.72","115.32","113.46","3.38M","1.61%"
"09/17/2010","113.28","113.87","113.99","113.04","2.06M","0.02%"
"09/16/2010","113.26","112.97","113.36","112.61","2.45M","-0.06%"
"09/15/2010","113.33","112.58","113.44","112.24","2.94M","0.36%"
"09/14/2010","112.92","112.79","113.55","112.33","2.24M","-0.08%"
"09/13/2010","113.01","112.84","113.19","112.40","1.97M","1.10%"
"09/10/2010","111.78","111.38","111.85","111.11","1.79M","0.57%"
"09/09/2010","111.15","111.91","111.92","110.87","1.60M","0.48%"
"09/08/2010","110.62","110.09","111.08","110.06","4.02M","0.62%"
"09/07/2010","109.94","110.62","110.73","109.79","2.77M","-1.08%"
"09/03/2010","111.14","110.78","111.22","110.19","2.92M","1.30%"
"09/02/2010","109.71","108.94","109.73","108.72","5.28M","0.95%"
"09/01/2010","108.68","106.97","108.83","106.90","3.46M","2.87%"
"08/31/2010","105.65","105.13","106.20","104.72","3.68M","0.08%"
"08/30/2010","105.57","106.81","107.12","105.53","1.92M","-1.40%"
"08/27/2010","107.07","106.11","107.19","104.50","6.32M","1.53%"
"08/26/2010","105.46","106.64","106.79","105.11","2.87M","-0.65%"
"08/25/2010","106.15","105.20","106.55","104.49","2.96M","0.33%"
"08/24/2010","105.80","106.12","106.61","105.22","3.77M","-1.44%"
"08/23/2010","107.35","108.25","108.80","107.31","2.40M","-0.37%"
"08/20/2010","107.75","107.78","107.92","106.98","2.49M","-0.37%"
"08/19/2010","108.15","109.43","109.72","107.66","3.30M","-1.69%"
"08/18/2010","110.01","109.76","110.60","109.15","2.44M","0.17%"
"08/17/2010","109.82","109.39","110.61","109.11","2.60M","1.21%"
"08/16/2010","108.51","107.81","108.82","107.42","2.30M","-0.03%"
"08/13/2010","108.54","108.51","109.18","108.42","3.21M","-0.28%"
"08/12/2010","108.85","107.89","109.24","107.84","3.05M","-0.64%"
"08/11/2010","109.55","110.91","110.91","109.36","3.57M","-2.77%"
"08/10/2010","112.67","112.28","113.19","111.62","2.95M","-0.49%"
"08/09/2010","113.23","113.17","113.42","112.57","1.36M","0.53%"
"08/06/2010","112.63","111.97","112.81","111.17","3.81M","-0.42%"
"08/05/2010","113.10","112.52","113.13","112.33","1.91M","-0.11%"
"08/04/2010","113.23","112.78","113.34","112.41","2.33M","0.71%"
"08/03/2010","112.43","112.72","113.01","112.10","2.55M","-0.49%"
"08/02/2010","112.98","112.22","113.17","111.79","3.22M","2.21%"
"07/30/2010","110.54","109.43","111.08","109.21","4.57M","0.03%"
"07/29/2010","110.51","111.77","112.05","109.65","2.63M","-0.49%"
"07/28/2010","111.05","111.55","111.87","110.71","1.74M","-0.65%"
"07/27/2010","111.78","112.46","112.51","111.35","3.57M","-0.04%"
"07/26/2010","111.83","110.86","111.91","110.50","3.03M","1.08%"
"07/23/2010","110.63","109.50","110.80","109.17","2.24M","0.86%"
"07/22/2010","109.69","108.57","110.17","108.54","3.51M","2.19%"
"07/21/2010","107.34","109.26","109.32","106.85","5.48M","-1.26%"
"07/20/2010","108.71","106.10","108.79","106.05","4.70M","1.07%"
"07/19/2010","107.56","107.29","107.86","106.46","1.57M","0.62%"
"07/16/2010","106.90","109.34","109.41","106.68","2.96M","-2.77%"
"07/15/2010","109.95","109.84","110.29","108.41","3.14M","0.05%"
"07/14/2010","109.89","109.53","110.30","109.09","4.85M","-0.04%"
"07/13/2010","109.93","109.38","110.33","109.18","3.12M","1.53%"
"07/12/2010","108.27","107.83","108.46","107.41","6.87M","0.10%"
"07/09/2010","108.16","107.38","108.19","107.16","2.11M","0.73%"
"07/08/2010","107.38","107.21","107.50","106.16","3.24M","0.97%"
"07/07/2010","106.35","103.34","106.46","103.25","3.25M","3.14%"
"07/06/2010","103.11","103.86","104.60","102.11","4.12M","0.63%"
"07/02/2010","102.46","103.34","103.63","101.84","3.75M","-0.59%"
"07/01/2010","103.07","103.40","103.70","101.36","7.74M","-0.24%"
"06/30/2010","103.32","104.16","105.11","103.11","9.76M","-1.07%"
"06/29/2010","104.44","106.26","106.29","103.79","5.24M","-3.05%"
"06/28/2010","107.73","108.24","108.54","107.37","2.08M","-0.36%"
"06/25/2010","108.12","107.96","108.63","107.00","5.65M","0.40%"
"06/24/2010","107.69","108.91","109.05","107.37","3.90M","-1.59%"
"06/23/2010","109.43","109.91","110.27","108.73","5.06M","-0.80%"
"06/22/2010","110.31","112.16","112.64","110.15","4.10M","-1.61%"
"06/21/2010","112.12","113.87","113.95","111.54","4.27M","-0.30%"
"06/18/2010","112.46","112.61","112.87","112.13","4.66M","0.09%"
"06/17/2010","112.36","112.52","112.54","111.29","3.28M","0.18%"
"06/16/2010","112.16","111.63","112.64","111.43","5.19M","-0.01%"
"06/15/2010","112.17","110.47","112.31","110.31","6.70M","2.22%"
"06/14/2010","109.73","110.74","111.32","109.60","4.63M","-0.10%"
"06/11/2010","109.84","108.37","109.96","108.32","3.42M","0.40%"
"06/10/2010","109.40","108.06","109.48","107.88","6.64M","3.04%"
"06/09/2010","106.17","107.43","108.44","105.85","8.65M","-0.51%"
"06/08/2010","106.71","105.76","107.01","104.83","7.10M","0.95%"
"06/07/2010","105.71","107.40","107.77","105.58","4.36M","-1.21%"
"06/04/2010","107.00","108.80","109.50","106.65","6.23M","-3.51%"
"06/03/2010","110.89","110.88","111.24","109.80","4.17M","0.34%"
"06/02/2010","110.51","108.28","110.54","107.81","4.94M","2.62%"
"06/01/2010","107.69","108.56","110.13","107.55","6.99M","-1.70%"
"05/28/2010","109.55","110.87","110.87","109.06","6.12M","-1.28%"
"05/27/2010","110.97","109.42","111.00","109.01","7.16M","3.41%"
"05/26/2010","107.31","108.71","109.66","107.03","5.29M","-0.65%"
"05/25/2010","108.01","105.30","108.05","104.60","6.09M","0.08%"
"05/24/2010","107.92","108.69","109.57","107.82","4.73M","-1.22%"
"05/21/2010","109.25","106.07","109.56","105.82","6.76M","1.36%"
"05/20/2010","107.78","109.62","110.07","107.66","8.74M","-3.76%"
"05/19/2010","111.99","112.00","112.97","110.58","4.92M","-0.59%"
"05/18/2010","112.65","115.07","115.42","112.24","5.42M","-1.30%"
"05/17/2010","114.13","114.39","114.71","111.97","4.64M","0.01%"
"05/14/2010","114.12","115.35","115.53","113.07","6.17M","-1.80%"
"05/13/2010","116.21","117.41","117.89","116.10","3.94M","-1.19%"
"05/12/2010","117.61","116.49","117.81","116.30","5.83M","1.39%"
"05/11/2010","116.00","115.30","117.57","115.13","6.73M","-0.30%"
"05/10/2010","116.35","116.03","116.84","115.11","7.20M","4.53%"
"05/07/2010","111.31","112.86","113.96","109.80","12.14M","-1.54%"
"05/06/2010","113.05","116.48","117.33","88.30","12.13M","-3.43%"
"05/05/2010","117.07","116.76","118.01","116.20","5.54M","-0.62%"
"05/04/2010","117.80","119.26","119.26","117.15","4.66M","-2.31%"
"05/03/2010","120.59","119.59","120.90","119.43","2.36M","1.27%"
"04/30/2010","119.08","121.09","121.22","119.00","4.59M","-1.64%"
"04/29/2010","121.06","120.35","121.33","120.31","2.83M","1.22%"
"04/28/2010","119.60","119.27","119.89","118.51","5.36M","0.75%"
"04/27/2010","118.71","120.87","121.49","118.48","6.07M","-2.34%"
"04/26/2010","121.55","122.09","122.33","121.47","3.47M","-0.34%"
"04/23/2010","121.97","121.18","122.08","120.86","3.11M","0.64%"
"04/22/2010","121.20","120.08","121.39","119.36","3.29M","0.26%"
"04/21/2010","120.89","121.17","121.44","120.24","2.05M","-0.18%"
"04/20/2010","121.11","120.79","121.20","120.39","2.82M","0.90%"
"04/19/2010","120.03","119.23","120.16","118.71","3.60M","0.33%"
"04/16/2010","119.63","121.10","121.29","118.99","7.59M","-1.55%"
"04/15/2010","121.51","121.19","121.74","121.17","3.19M","0.11%"
"04/14/2010","121.38","120.50","121.41","120.31","2.41M","1.08%"
"04/13/2010","120.08","119.83","120.25","119.22","2.00M","0.09%"
"04/12/2010","119.97","119.94","120.25","119.79","1.91M","0.19%"
"04/09/2010","119.74","119.25","119.82","119.03","2.33M","0.66%"
"04/08/2010","118.96","118.19","119.20","117.82","3.43M","0.30%"
"04/07/2010","118.60","119.03","119.30","118.04","3.78M","-0.53%"
"04/06/2010","119.23","118.68","119.48","118.52","2.44M","0.19%"
"04/05/2010","119.00","118.47","119.06","118.14","1.77M","0.80%"
"04/01/2010","118.05","118.03","118.48","117.33","5.21M","0.74%"
"03/31/2010","117.18","117.15","117.73","116.84","4.78M","-0.37%"
"03/30/2010","117.61","117.70","118.03","117.13","3.57M","0.05%"
"03/29/2010","117.55","117.40","117.76","117.20","2.67M","0.56%"
"03/26/2010","116.90","117.11","117.65","116.36","3.89M","0.04%"
"03/25/2010","116.85","117.90","118.33","116.74","3.31M","-0.60%"
"03/24/2010","117.56","117.70","118.06","117.32","7.70M","-0.49%"
"03/23/2010","118.14","117.49","118.23","117.09","2.61M","0.72%"
"03/22/2010","117.29","116.03","117.52","115.96","3.48M","0.54%"
"03/19/2010","116.66","117.67","117.68","116.23","3.86M","-0.52%"
"03/18/2010","117.27","117.32","117.50","116.82","6.75M","-0.04%"
"03/17/2010","117.32","116.97","117.71","116.94","2.56M","0.57%"
"03/16/2010","116.66","116.02","116.74","115.73","3.86M","0.81%"
"03/15/2010","115.72","115.49","115.80","114.82","2.55M","0.06%"
"03/12/2010","115.65","116.16","116.21","115.39","2.58M","-0.01%"
"03/11/2010","115.66","114.95","115.69","114.57","1.85M","0.45%"
"03/10/2010","115.14","114.73","115.49","114.64","3.82M","0.44%"
"03/09/2010","114.63","114.14","115.20","114.08","2.84M","0.11%"
"03/08/2010","114.50","114.50","114.74","114.31","2.32M","0.03%"
"03/05/2010","114.46","113.63","114.56","113.32","2.94M","1.44%"
"03/04/2010","112.84","112.65","113.03","112.24","2.46M","0.28%"
"03/03/2010","112.53","112.73","113.17","112.25","3.49M","0.15%"
"03/02/2010","112.36","112.60","112.95","112.21","4.93M","0.26%"
"03/01/2010","112.07","111.45","112.22","111.41","2.23M","1.06%"
"02/26/2010","110.90","110.96","111.32","110.32","3.51M","0.00%"
"02/25/2010","110.90","109.42","110.94","109.15","5.41M","-0.08%"
"02/24/2010","110.99","110.36","111.21","110.07","3.77M","0.92%"
"02/23/2010","109.98","111.06","111.42","109.72","4.14M","-1.26%"
"02/22/2010","111.38","111.74","111.87","111.05","3.04M","0.01%"
"02/19/2010","111.37","110.81","111.79","110.58","5.07M","0.21%"
"02/18/2010","111.14","110.28","111.35","110.25","4.16M","0.63%"
"02/17/2010","110.44","110.46","110.61","109.95","3.73M","0.45%"
"02/16/2010","109.95","109.10","110.06","108.64","3.00M","1.58%"
"02/12/2010","108.24","107.15","108.25","106.71","5.90M","-0.04%"
"02/11/2010","108.28","107.08","108.44","106.45","3.11M","1.03%"
"02/10/2010","107.18","107.22","107.80","106.31","2.84M","-0.23%"
"02/09/2010","107.43","107.34","108.33","106.47","4.98M","1.30%"
"02/08/2010","106.05","106.92","107.50","105.97","3.27M","-0.78%"
"02/05/2010","106.88","106.76","107.07","104.76","7.38M","0.22%"
"02/04/2010","106.65","109.17","109.21","106.63","5.60M","-3.06%"
"02/03/2010","110.02","110.09","110.63","109.73","5.05M","-0.51%"
"02/02/2010","110.58","109.47","110.79","109.08","3.19M","1.25%"
"02/01/2010","109.21","108.40","109.25","108.27","3.41M","1.58%"
"01/29/2010","107.51","109.23","109.97","107.41","5.68M","-1.12%"
"01/28/2010","108.73","110.40","110.43","108.10","5.43M","-1.20%"
"01/27/2010","110.05","109.37","110.27","108.53","5.42M","0.51%"
"01/26/2010","109.49","109.54","110.66","109.24","4.49M","-0.47%"
"01/25/2010","110.01","110.42","110.61","109.63","3.42M","0.50%"
"01/22/2010","109.46","111.43","111.83","109.31","7.49M","-2.16%"
"01/21/2010","111.88","114.13","114.46","111.75","9.02M","-1.95%"
"01/20/2010","114.11","114.47","114.50","113.18","7.11M","-0.99%"
"01/19/2010","115.25","113.84","115.33","113.79","3.43M","1.24%"
"01/15/2010","113.84","114.83","115.04","113.40","5.23M","-1.13%"
"01/14/2010","115.14","114.76","115.32","114.21","2.61M","0.30%"
"01/13/2010","114.80","114.17","115.14","113.56","5.02M","0.79%"
"01/12/2010","113.90","114.16","114.41","113.42","3.45M","-0.92%"
"01/11/2010","114.96","115.24","115.33","114.43","3.10M","0.14%"
"01/08/2010","114.80","114.07","114.81","113.85","2.89M","0.34%"
"01/07/2010","114.41","113.71","114.51","113.39","2.98M","0.44%"
"01/06/2010","113.91","113.73","114.18","113.63","3.91M","0.08%"
"01/05/2010","113.82","113.46","113.87","113.09","2.78M","0.29%"
"01/04/2010","113.49","112.62","113.58","112.56","3.57M","1.64%"
"12/31/2009","111.66","112.95","112.99","111.46","3.00M","-0.96%"
"12/30/2009","112.74","112.46","112.85","112.38","2.50M","-0.08%"
"12/29/2009","112.83","113.27","113.27","112.77","1.77M","-0.13%"
"12/28/2009","112.98","113.12","113.18","112.53","2.16M","0.18%"
"12/24/2009","112.78","112.45","112.83","112.40","705.71K","0.00%"
"12/23/2009","112.78","112.88","112.91","112.32","5.76M","0.25%"
"12/22/2009","112.50","112.37","112.85","112.23","2.20M","0.39%"
"12/21/2009","112.06","111.55","112.50","111.54","2.68M","0.93%"
"12/18/2009","111.03","110.99","111.10","110.07","4.32M","0.63%"
"12/17/2009","110.33","110.93","111.12","110.29","7.25M","-1.27%"
"12/16/2009","111.75","112.03","112.34","111.50","2.84M","0.19%"
"12/15/2009","111.54","111.70","112.14","111.22","2.54M","-0.48%"
"12/14/2009","112.08","112.10","112.21","111.58","3.20M","0.68%"
"12/11/2009","111.32","111.32","111.58","110.83","4.26M","0.42%"
"12/10/2009","110.85","110.91","111.33","110.68","4.29M","0.59%"
"12/09/2009","110.20","109.78","110.38","109.22","5.39M","0.30%"
"12/08/2009","109.87","110.29","110.45","109.30","2.82M","-1.05%"
"12/07/2009","111.04","111.14","112.50","110.70","2.33M","-0.15%"
"12/04/2009","111.21","112.08","112.58","110.24","5.51M","0.54%"
"12/03/2009","110.61","111.75","112.40","110.50","3.26M","-0.84%"
